school_code,gender,age,house_area,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,failures,school_support,family_support,extra_tutor,activities,nursery,plan_uni,internet,romantic,family_relation,free_time,go_friend,workday_alcohol,weedend_alcohol2,health,absences,G3
SC1,M,17,Rural,medium,together,primary,junior,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,18
SC1,M,15,Urban,medium,together,uni,uni,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12
SC2,F,17,Rural,medium,together,junior,primary,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,11
SC1,M,17,Rural,medium,together,junior,junior,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,10
SC1,M,18,Urban,medium,together,junior,junior,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,11
SC1,M,15,Urban,medium,together,uni,junior,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,5,4,13
SC1,M,18,Urban,medium,together,junior,primary,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,15
SC2,M,19,Urban,medium,together,junior,primary,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,9
SC1,M,17,Rural,medium,together,primary,highschool,other,other,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,11
SC1,M,18,Urban,small,together,primary,primary,other,other,course,mother,1,1,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,0
SC2,F,19,Urban,medium,together,primary,primary,at_home,services,other,father,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,0
SC2,M,18,Rural,medium,together,uni,uni,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,14
SC2,F,17,Rural,medium,together,primary,junior,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,9
SC2,M,16,Rural,small,together,uni,primary,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,11
SC1,F,17,Urban,medium,together,uni,junior,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16
SC1,F,16,Urban,medium,together,highschool,highschool,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,11
SC1,M,17,Urban,medium,together,junior,junior,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,9
SC1,F,21,Urban,small,together,uni,uni,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,12
SC2,F,16,Rural,medium,together,junior,highschool,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,10
SC2,M,19,Rural,medium,together,primary,primary,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,0
SC2,F,16,Rural,medium,together,junior,junior,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,11
SC2,F,17,Urban,medium,together,highschool,highschool,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,13
SC1,F,16,Urban,medium,together,uni,junior,health,services,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,18
SC1,F,18,Urban,medium,together,primary,primary,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,13
SC1,F,18,Urban,medium,apart,highschool,junior,other,services,course,other,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,11
SC2,M,17,Rural,medium,together,uni,highschool,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,11
SC1,F,17,Urban,medium,together,junior,primary,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,15
SC1,M,17,Urban,medium,together,junior,primary,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,6
SC2,F,15,Rural,medium,together,primary,primary,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,14
SC1,F,20,Rural,medium,together,primary,primary,other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,15
SC1,F,16,Urban,medium,together,junior,junior,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,11
SC1,F,17,Urban,medium,together,primary,primary,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,3,2,11
SC1,M,15,Urban,small,apart,uni,uni,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,14
SC2,M,16,Urban,small,together,junior,primary,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10
SC1,F,16,Rural,medium,together,primary,primary,other,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,11
SC1,M,15,Urban,small,together,uni,highschool,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,14
SC2,M,17,Rural,medium,together,uni,uni,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,8
SC2,F,18,Rural,medium,together,primary,primary,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7
SC1,M,18,Urban,small,together,uni,highschool,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10
SC1,F,16,Rural,medium,together,junior,junior,services,services,reputation,mother,2,4,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13
SC1,M,16,Urban,medium,together,junior,junior,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,11
SC2,F,18,Urban,medium,together,uni,uni,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18
SC1,M,18,Urban,medium,together,uni,highschool,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,11
SC1,F,18,Urban,small,together,uni,highschool,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,15
SC2,F,17,Rural,medium,together,primary,primary,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,9
SC1,M,15,Urban,medium,together,uni,highschool,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,3,0,13
SC1,F,15,Urban,medium,together,uni,uni,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12
SC2,M,15,Rural,small,together,primary,highschool,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,11
SC1,M,22,Urban,medium,together,highschool,primary,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,5
SC2,M,18,Rural,medium,together,junior,primary,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,0
SC1,F,17,Urban,small,together,junior,primary,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,14
SC2,F,16,Rural,medium,together,primary,primary,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,14
SC2,F,17,Urban,medium,together,uni,junior,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18
SC2,M,16,Rural,small,apart,uni,uni,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,11
SC1,F,18,Urban,small,together,primary,primary,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,14
SC2,F,18,Rural,medium,together,uni,uni,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,10
SC1,M,17,Urban,small,apart,uni,uni,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,15
SC1,F,18,Urban,medium,together,highschool,junior,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,17
SC1,F,17,Urban,medium,apart,highschool,highschool,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,14
SC1,F,17,Urban,medium,together,highschool,junior,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18
SC1,M,17,Rural,medium,together,highschool,uni,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10
SC1,M,16,Urban,medium,together,primary,highschool,at_home,services,course,father,1,1,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,8
SC2,F,17,Rural,medium,together,highschool,primary,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,9
SC2,F,18,Urban,medium,together,primary,junior,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,8
SC2,F,16,Urban,medium,together,uni,uni,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8
SC2,F,16,Urban,medium,together,junior,junior,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,10
SC2,M,17,Urban,small,together,uni,uni,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,16
SC1,F,17,Urban,medium,apart,uni,uni,other,teacher,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,2,13
SC1,F,17,Urban,small,together,uni,highschool,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,12
SC2,F,18,Urban,small,together,highschool,primary,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4,16
SC2,F,18,Urban,medium,together,junior,highschool,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10
SC1,F,17,Urban,medium,together,highschool,uni,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8
SC2,M,15,Rural,small,together,uni,primary,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,8
SC2,F,15,Rural,small,together,primary,primary,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10
SC1,M,15,Rural,medium,together,uni,highschool,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,5,0,15
SC1,M,15,Urban,medium,together,junior,highschool,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,12
SC1,F,16,Urban,medium,together,uni,uni,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,4,16
SC1,F,18,Urban,small,together,junior,junior,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,10
SC2,M,18,Rural,medium,together,primary,primary,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,10
SC2,M,16,Rural,small,together,primary,junior,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,11
SC1,M,15,Urban,small,together,junior,junior,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13
SC1,M,16,Urban,small,together,primary,primary,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,5,2,9
SC1,F,16,Urban,small,together,uni,uni,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,14
SC1,M,18,Urban,medium,together,junior,junior,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,8
SC1,F,15,Urban,medium,together,uni,uni,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,15
SC1,M,17,Urban,medium,together,highschool,primary,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,14
SC2,M,18,Rural,medium,together,highschool,junior,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,0
SC1,M,16,Urban,medium,together,junior,junior,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,11
SC2,F,16,Urban,medium,together,uni,uni,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,12
SC1,F,18,Urban,medium,together,junior,highschool,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16
SC1,M,18,Urban,medium,together,uni,uni,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,12
SC1,F,18,Rural,medium,apart,highschool,junior,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,10
SC1,F,18,Urban,medium,together,junior,junior,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10
SC1,F,16,Urban,small,together,junior,junior,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,3,16,10
SC2,F,16,Rural,small,together,highschool,uni,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,8
SC1,F,15,Rural,small,together,highschool,primary,other,other,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,no,4,4,2,2,3,3,6,15
SC1,F,17,Urban,medium,together,junior,highschool,at_home,other,home,father,2,1,0,no,yes,no,no,yes,yes,no,no,3,3,3,1,4,3,4,13
SC2,M,15,Rural,medium,together,primary,junior,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,10
SC1,F,18,Urban,small,together,highschool,highschool,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,15
SC1,F,17,Urban,medium,together,highschool,highschool,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,13
SC1,M,18,Rural,small,apart,highschool,uni,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,16
SC2,M,16,Urban,small,together,uni,uni,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,12
SC2,F,17,Urban,small,together,uni,uni,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15
SC1,M,16,Urban,medium,together,uni,uni,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,2,4,1,0,14
SC1,F,17,Urban,small,together,junior,uni,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,16
SC1,M,18,Urban,small,together,uni,uni,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,17
SC2,F,16,Rural,medium,together,junior,highschool,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,17
SC1,M,16,Urban,medium,together,junior,primary,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,11
SC2,F,16,Rural,medium,together,none,junior,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12
SC1,M,19,Urban,medium,together,highschool,junior,services,at_home,home,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11
SC1,F,16,Urban,medium,together,junior,junior,other,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,13
SC1,F,16,Urban,medium,together,highschool,junior,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,16
SC1,F,16,Urban,medium,together,junior,junior,services,other,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,14
SC1,M,17,Rural,medium,together,junior,primary,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,13
SC2,F,16,Urban,medium,together,primary,highschool,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,11
SC1,F,16,Urban,medium,together,uni,junior,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,14
SC1,F,15,Rural,medium,together,junior,uni,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,2,10
SC2,M,18,Urban,small,together,uni,uni,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,6
SC1,M,15,Urban,medium,together,highschool,uni,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,13
SC1,F,18,Urban,medium,together,highschool,highschool,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,14
SC2,F,18,Rural,medium,apart,uni,highschool,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10
SC2,M,16,Rural,medium,together,junior,junior,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,8
SC2,F,18,Rural,small,together,uni,uni,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,17
SC2,M,17,Urban,medium,together,primary,primary,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,9
SC1,M,19,Urban,small,apart,uni,highschool,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,14
SC2,M,17,Urban,small,apart,primary,none,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,12
SC1,M,17,Urban,small,together,primary,primary,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,10
SC1,M,17,Urban,medium,together,primary,junior,at_home,services,other,other,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,12
SC1,F,16,Urban,medium,together,junior,junior,services,services,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,5,6,12
SC2,M,18,Rural,medium,together,primary,highschool,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,9
SC2,F,18,Rural,medium,together,junior,junior,at_home,other,other,mother,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,15
SC1,F,17,Urban,small,together,junior,junior,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,12
SC1,F,18,Urban,medium,together,highschool,junior,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,17
SC1,M,17,Rural,medium,together,primary,junior,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,10
SC2,M,18,Urban,small,together,primary,primary,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10
SC1,F,18,Rural,medium,together,highschool,primary,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,4,8
SC1,M,16,Urban,small,together,junior,primary,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,10
SC1,M,16,Urban,small,together,uni,highschool,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,2,5,6,13
SC1,M,17,Urban,small,together,uni,highschool,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15
SC1,F,17,Rural,medium,apart,highschool,junior,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,16
SC1,F,17,Urban,medium,apart,uni,highschool,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,17
SC1,M,18,Urban,medium,together,uni,uni,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,13
SC1,F,15,Rural,medium,together,highschool,highschool,services,services,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13
SC1,F,16,Urban,medium,together,junior,primary,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,12
SC1,F,16,Urban,medium,together,junior,highschool,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,13
SC2,F,17,Rural,medium,together,uni,uni,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12
SC1,F,16,Urban,small,together,uni,uni,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11
